CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
16,8941.943212,9689.970564,276000000,27064245.06,20257.39005,48.22510661,35.51664081,949.3187026
4,15259.02694,53401.21827,51793314.2,7146491.413,45.78989732,31.05410672,599.3238624,974.9891225
10,1080.558413,346.3844699,32424180.32,536304239.8,16220.05021,30549.96969,7.780839928,654.1496626
16,75052.17695,54317.89201,156364102.8,171190183.4,371.0376736,295.3423996,7823.113078,17928.39431
12,23719,9987.362964,35547049.62,64287.49398,62.41214031,5426.300809,16251.17028,623.192033
4,86325.54859,54404.9704,64241698.62,4297537.889,185.2130628,24.5358229,597.6935309,73.34339867
4,1555.889541,5530.86373,77741315.48,73896916.55,159.0500814,196.6644973,954.6495483,225.748081
2,41639.57157,24318.98233,65671992.38,18291070.29,12.45430364,17.78368331,249.3308616,742.4044833
34,33043,37491.74114,39890162.02,535949.8478,21.54190802,2001.173509,6500.044165,1326.676318
12,20294.23033,21520.89826,5211771.861,264495.1317,147.9850572,16083.69035,22.68387489,114.7120658
0,1528.247819,1916.848533,65508286.29,611624.2478,78974.45484,128076.6152,50.38704147,11.69225911
8,86088.85036,51272.62401,147000000,170600623.5,93.40373548,23.36104392,17.21921229,746.7171639
12,4559.895528,101.51182,48706.50809,20367811.04,83.03826464,21.69141666,335.135854,417.9128408
32,31851,54358.88429,35949701.76,3194520.069,82.0420959,1249.426952,966.0017851,323.1696294
2,63475.92458,40633.72708,9676600.773,583650.6527,94.15531538,48095.41583,4315.849356,506.3144015
12,41857.03869,12395.96333,104961978,3162985.546,31871.09708,4.462523531,221.2851656,12.18559719
16,97039.68526,150.5800326,64919902.24,5565227.474,157.1642333,47928.23153,805.9385206,11397.77844
0,41750.45533,141.0199609,234081673.1,651436423.3,49.82589214,158.8396401,258.8818069,834.5647457
30,16521,22827.93167,32935935.4,5355983.937,18985.47243,3451.050239,5094.889473,553.2434905
1,9050.025183,417.4082687,174000000,24690678.5,117712.0495,2.489823853,1394.710744,116.1066597
17,11321.66803,11386.02601,7523196.328,1359215.414,863.2434754,30765.59967,503.4544869,492.9849027
4,41852.86596,1919.050705,151000000,2114.915238,8.890218184,110.6962199,480.7105663,628.8017046
14,2257.957374,2043.167913,106974965.6,74369567.71,92.56299003,79068.46066,213.5548384,35.51664081
14,2912.405385,104.6416652,12129584.04,4912058.475,13456.65621,488.2283832,949.3187026,519.4640352
16,20872,19485.81052,15704784.4,536302311.8,16449.11085,7736.221167,5280.88897,29.52945821
2,9037.759001,25.73025246,173162095.6,383362750.4,115.392104,38.68663086,668.1161268,199.8281642
1,15140,1759.109134,33553425.87,103038500.6,73715.06147,771.3747841,2.399503138,112.0363642
32,86088.85036,1110.623055,536303347.7,115377.5508,54.69196359,13.57645854,396.3451508,27.50585088
4,9056.670062,34596.88082,19525857.35,486881.4493,173.5121513,122.7303113,680.0340029,161.3120462
16,1206.779508,25934.49995,1.46E+14,167735219.2,217.8824133,1838.931501,754.9065187,7421.609174
16,12175.23949,21197.52437,536303755.6,5599056.806,52.43783639,37672.15271,529.1435285,9.523955504
18,1342.286795,6760.861705,111080455.2,217822.0734,24.16296182,379638.6209,1563.065276,33.84356331
4,21625.52974,18104.7413,108418088,28165225.34,4.835478723,24.69596172,461.8053386,32.5910094
4,40734.84421,48991.76733,29242456.57,10561796.14,140.3908974,106.622171,270.0324095,980.9534823
16,41388.25424,20948.20364,67341202.04,3387286.516,73868.65373,72395.69741,5.330185299,175.6826896
0,15608.05887,296.262168,36708994.53,6483124.224,156.3996992,36.33529835,702.5319468,294.7310968
4,2367.790832,267.7821717,146000000,4718392.11,6.648199697,93.08512222,396.7646625,15.00064245
30,75430.77039,36444.10345,1.46E+14,189003053.7,43.5122299,64153.44895,154.4783638,262.7905921
2,4611.553719,2022.731996,248830277,297465322.8,165.1128616,156.9243057,2029.575807,568.7352731
1,86083.80144,40232.12976,341329262.2,3633374.303,40.60772128,77.50992056,1.958157048,3.534671441
4,8992.177676,5837.013325,38380719.99,3413225.475,81.63216915,167.6625721,8.613945862,69.22235871
0,1431.049227,243.5536473,99363126.88,16990562.6,13.08955755,8452.578648,6654.869736,9.528688434
32,8615.166448,32035.79165,287778.0196,4418729.422,127065.6086,43081.39155,12.84486354,413.2600945
12,20787.94351,20673.35972,31870329,105755.0831,23623.49024,27.04993451,214.1492173,394.8636296
20,41388.25424,52902.93673,139000000,143688963.1,6.789630078,22458.18846,1133.845743,3.873295392
2,41477.55117,34153.11752,18633198.32,7512106.8,80686.30195,28037.23293,18.66290886,30.14338862
16,2324.428033,1875.772797,105211409.9,54186281.8,20495.9969,2.759503081,10.87508007,44.50889364
0,15744.0997,19474.4372,333177568.2,247118.8015,49715.1416,71088.5032,21.98099782,11.70880561
34,2606.00471,397.3690953,336370551.1,32954127.69,143.1428634,49595.1629,1288.607954,26.28858899
16,2765.354623,1940.474577,3984261.945,4322954.65,15.76122168,402.5881531,12.82968342,114.7120658
2,86386.66692,460.3403276,51629781.99,5559460.416,75.02990377,193.3707839,285.339129,340.5161312
4,41623.06679,27483.21271,242332605.4,5060109.277,35.56072763,116.2313592,249.797931,691.2971807
0,1324.710041,1916.752031,20548719.2,7088120.883,52.67297907,50.12526699,745.7659108,38.84363583
1,2257.957374,1983.320596,517000000,3640515.75,43630.50251,16452.29278,1.786392351,503.4544869
4,14949.67979,16850.98144,12022767.64,148943703.2,118.4110888,94.09487193,64.31594397,293.660594
14,94787.27958,64.99494673,103489597.4,120517222.6,62.47303551,19325.08532,778.8530249,286.4760056
22,15558.18657,92.02490566,28564366.22,29971.80467,48970.50995,1240.992921,44.50889364,461.8053386
0,41580.59004,49.26968902,814273.0396,4400553.606,101.1527303,1939.790018,3.936845519,59.86036931
1,19624,1534.196603,1895704.194,774344.6548,177.2054118,317307.0707,2395.080508,1776.247
3,15452.53102,1931.452582,39546103.73,289229.9185,48.30784889,2733.722133,13.91946812,13.27566792
20,15404.34085,21433.42365,64664863.81,386327717,3.411275999,137.298408,1155.064369,454.6720435
4,9019.497022,118.871286,203000000,4309325.717,5.382948427,60.09722466,1977.634049,139.6183261
2,2095.444995,1844.366245,127000000,339655877.8,21659.43127,59773.2934,2010.336186,6.159668841
2,2653.090953,57.56739093,536302058.2,4627544.111,118.5016476,32312.65914,21.95357362,1715.330796
4,9217.258233,5837.013325,247144399.3,232741536.1,47.15323053,136.6601173,107.2169115,584.955577
12,25946,5306.788231,65183034.31,5466124.031,23.61788944,596.1756119,506.3144015,9956.308854
2,41929.64777,28412.39309,84800000,4568915.175,91.08106892,6538.032494,21.00541757,250.7149654
4,86325.54859,68323.99435,99200000,79392750.59,129.4604537,53.39941471,695.0981091,478.8069614
32,86352.59942,610.123341,30339360.65,1305334391,17629.16249,33.57107569,600.5469793,2.421586656
16,41388.25424,244.1106113,536303255.1,67073091.05,89.89702833,21.44215662,1324.50372,439.2597375
14,21943,32534.38396,51619298.6,7214135.846,57243.81123,739.8808779,2563.953963,11139.81918
12,86352.59942,51034.70115,66698257.95,150015.3289,3662.442702,1366.568066,189.7856883,360.9794359
2,20898.9758,52902.93673,51609881.18,801881.175,110543.4809,38.76028182,11.98895261,701.7475544
18,41639.57157,24318.98233,65671992.38,18291070.29,20431.02299,27504.14591,1009.24845,33.11234265
4,24997,53472.55838,36518236.86,421932.1822,17.83094173,2548.910643,571.0153824,23026.44126
7,14873,27657.80081,1.46E+14,6190211.906,239.5311581,519496.5504,280.5836315,8143.827454
22,19864.1943,10201.57584,340000000,432715939.1,82.01967034,114.2127663,131.518647,8.898569484
24,18839,8901.511334,145768253.7,21286763.14,12.73556499,652.4291001,1296.613601,8225.302995
16,2587.396345,2438.221013,78675804.26,484014.8643,64.56514506,1209.746115,20.99705531,9.60185854
14,20898.9758,52902.93673,51609881.18,80144881.18,119.4300568,187.9617225,37.6404381,203.1416745
3,12716.62676,9434.441809,58020543.53,1308861.396,4.32628993,171.668769,7.066218983,4.147322472
4,15618.88913,5574.468494,154000000,3884612.235,32.39966842,199.6157352,267.7126098,282.3928645
6,41876.69254,52902.93673,38431308.41,2055280.699,29.10592965,15767.11411,96.91014788,14.68023385
22,2024.428033,161.6335156,536302264.7,395987859.8,136.7124231,25.31253596,322.4047424,45.60947996
8,2257.957374,2043.167913,106974965.6,74369567.71,164.5720783,72.47981142,757.0167957,689.3610806
16,68041,55555.64323,1.46E+14,206080889.7,10295.77909,76298.67106,201.7875713,3840.644384
16,41580.59004,10936.73749,100966525.4,18473895.29,156.7500248,187.4619003,556.2835114,177.4748839
4,9103.729295,126.8789161,92000000,4777388.591,2820.411377,3599.222486,22.57504107,12.31319253
0,3081.544295,27156.56873,165346148.7,1014191.901,96152.60636,26834.95818,12.06758273,2111.646557
24,23479,408.5076043,64748730.01,536303434.4,216.5533907,617389.7064,4668.232281,46.38903172
6,41623.06679,14373.31971,52085894.99,4640414.951,2831.720007,80571.44894,111.461321,5.396374999
30,1949.762204,1931.452582,385369.7763,4354565.291,21.81904981,87.76068631,565.0275099,885.7062988
18,86325.54859,78763.04349,300000000,165044472.6,92.35516101,102457.6347,2.484095007,17.62474948
16,41750.45533,35525.23053,103427804.7,836720.0782,186.2671992,129.6803361,80.95012615,96.14986793
16,1705.940052,10844.97574,214712817,245731142.1,243.974141,14315.60887,4313.208655,105.5865933
7,9031.175629,19880.95617,243132743.9,1948867.159,61041.68209,243.4082203,22.28240496,1780.560009
14,9218.365619,5543.635122,262000000,247027052.9,114.4064374,54537.12418,2.397921216,15.32666127
14,4421.614981,1931.452582,218196.4246,5348559.358,192.949086,15.8146447,550.0201489,969.0308198
4,9837.652426,51103.93915,536301324.3,49888495.92,88.64574315,62.59341692,170.0135448,108.7251284
4,41623.06679,20804.32539,59187863.21,3245740.042,173.5284556,191.8158977,205.5165003,703.3172397
1,22048.23005,11068.41359,211468967.5,16266389.13,111.1767879,55.46892591,1661.122821,142.7865008
0,41580.59004,10936.73749,98453207.98,3180659.526,87.8399906,0.229433922,2.764861269,1180.975177
1,21342.59574,9752.387496,105430460.9,29822354.29,74.88772796,30.48828969,357.1823905,448.7148752
14,2753.05943,830.5501387,111964563.6,6144458.481,31486.88339,14889.94693,18.34103804,0.418284869
32,60041,54421.04155,1.46E+14,5279946.184,91036.16335,4705.882428,138.6026044,4346.529646
4,20784.43339,29801.16718,8373368.499,196257360.5,88.22919378,134.872422,1514.254966,80.28595973
2,9130.913641,1876.410471,262000000,313404364.1,16.14996266,55.90142581,6.909950368,48.2864461
7,27251,1730.714417,1.46E+14,9454775.051,51.91199659,8329.444245,15964.97991,219.1100871
7,21499.01969,21506.08921,239000000,28331078.72,27.82036377,50194.17419,225.2884251,7.938461558
4,41623.06679,20743.50453,52085894.99,3578968.105,148.3651956,186.8031096,139.3482448,509.956362
2,9196.540851,7484.555157,177000000,151956202.5,109.226209,43.37166386,567.930855,61.74645038
14,15471.23737,12941.98347,536301914.6,146560270.5,141.0720648,18.64188159,219.4310939,30.88362491
4,32231,2064.124353,108941747.1,30053162.33,95817.16509,1870.947186,1.518727784,415.5940524
0,19357.01211,481.2195104,135001529.2,1226124.243,5816.896001,10.89021387,60.66530239,39.4786713
2,518.4391063,399.3403632,536303042,27271431.97,76.38621014,82.53291403,1122.705945,151.4821125
14,2367.790832,2283.420619,536302108.7,4361940.491,71.14693166,32835.88095,1.784043758,962.0614864
0,20049.12702,52902.93673,65130817.2,8144100.049,70466.85518,68844.41241,414.8160056,13.75070756
1,2718.646508,233.8627099,138000000,21591323.46,44432.89977,12194.77342,18.10615001,18.10615001
22,86352.59942,49128.57848,536305292.3,53873618.96,88.94089153,54.2445199,126.3816299,534.3730818
4,86165.9712,232.6952059,203000000,4060101.295,61.7336071,41.76926658,164.0812824,787.8240267
32,952.2177667,1643.947049,273193473.6,366005650.2,75.55896561,28540.40683,7414.356147,48.74844899
14,561.48664,6109.626849,1735859.906,536301615,26155.40896,124079.2649,5297.129056,11.74753119
12,7835.447702,27910.06428,132988833.9,1041954.036,42.49918978,124075.343,28.71289766,140.4788869
2,41876.69254,52070.65054,51506400.88,2389320.848,65.19997004,93.1802767,314.0881795,286.089198
12,23914,2580.066493,22326838.43,3493441.377,2360.338887,56.76805696,9.418799335,2477.286598
1,36219,7505.048752,49889696.75,412633.8248,112161.1729,259035.0514,7981.969434,268.1842695
8,86325.54859,65260.78411,536301717.6,594039934.7,23921.42678,3877.55339,613.0542608,216.5348533
0,20757,7403.877087,4762123.741,39590428.9,10125.58569,25.40874892,521.6073623,296.6790055
10,85927.21702,931.2152373,63008201.45,39646.25035,140.8972108,31625.50339,0.66726606,28.6931588
4,86165.9712,20595.21423,540571784.8,17316504.71,24.90884314,43.70843637,202.3050934,61.27682999
2,8941.943212,9689.970564,276000000,27064245.06,148.044264,135.1424909,26.10131123,366.3344888
0,9234.792399,7541.308478,21132210.01,5271654.322,284.3077756,40738.98586,50.39966113,1051.5557
4,41580.59004,30149.26969,814273.0396,4400553.606,37.47100151,155.7445569,115.2556154,344.7281436
2,9050.025183,417.4082687,174000000,24690678.5,118.2813766,55.00095608,1591.231753,477.5904952
34,9148.206299,11331.56331,33002204.79,1653975.057,115.9331041,5.73140975,118.2837916,10.05299747
1,21130.1062,47827.3247,518600.2371,3196553.862,135.8602195,39.26403555,663.4348547,665.0567436
2,506.0047105,397.3690953,336370551.1,32954127.69,82.95382319,138.2609412,859.4343729,0.158277723
32,23186,48662.66316,217151161.4,65304999.65,244.3495469,39.46580796,2096.576111,565.0797748
2,21471.39171,10881.92484,29526928.74,271397.0414,157529.8432,39384.87109,1.186202788,64.13439022
2,9008.494286,20414.93753,59800000,5760071.636,35.44249022,128.6902938,1608.930087,98.5909907
0,848.8685912,208.928621,90477749.73,4366945.143,337.8515187,142461.7361,3749.755734,990.4637715
16,3212.405385,27.7821717,103806260,5222040.493,2813.365528,1.105568247,6.22705224,8.206195334
22,8949.658779,2951.96796,298904217.3,281455727.1,125916.9625,1675.173511,580.5622077,854.8642232
16,4120.407828,1510.301111,63677973.25,3997894.962,23.00257784,4.673673516,1478.663508,12.06758273
4,1466.034433,10230.32009,312000000,3818938.586,51.08201735,40.99876085,55.02452293,400.0817482
32,21141.14939,4720.674659,203224762.4,48369.74384,23160.82149,262.4815453,7.453497926,374.9776249
4,86165.9712,45437.03922,246000000,76484207.22,86.26381733,169.6338708,603.1595243,91.1060655
4,4577.237359,165.9152729,125868982.5,538005943.8,54.87989418,63.30535838,770.4003533,44.59877791
1,41852.86596,1885.903196,536302962.4,29203.37605,182.5292252,28127.2263,1.309693183,204.9271462
6,41876.69254,22231.57755,108982845.3,630931.2168,148.7633022,219308.5743,947.7171008,40.25670255
22,86088.85036,7184.744187,59900000,27109880.98,182.4531166,2795.411062,25.2182606,648.1078347
8,22182.75271,22386.69829,51837036.68,26544280.93,10.36974454,183.5448117,143.6606031,523.6683664
12,2253.090953,57.56739093,536302058.2,4627544.111,28.57214572,73.90528729,95.50244051,712.3376141
4,86385.72182,36365.799,126970504.5,132488525.5,21.09482198,127.8908112,851.7019359,219.3878732
1,41750.45533,21576.92208,457657506.8,771531685.3,145.771799,24.20601011,409.7822424,430.1678963
1,13344.67323,22420.18612,126343028.4,4815491.378,198.392603,72.51653353,62.9972295,94.75282752
3,41388.25424,36101.01426,64392538.81,754358.4549,154.9393614,0.584654983,519.4640352,189.7856883
32,63937.75637,53630.26366,1.46E+14,7334923.324,109135.12,8098.17111,3723.767216,387.3218735
20,2024.428033,47.44423881,33366563.62,3909948.322,35.40236939,3270.178703,993.8649704,503.4267397
12,9004.204641,1510.301111,63677973.25,3997894.962,2.682230224,51097.41189,370.7419819,6.722498273
11,14218,51035.16986,1.46E+14,211146492.2,4911.481494,66401.89527,644.1898779,654.6883212
36,14116,54716.48884,859776.5005,135572052.9,71607.5134,1208.561312,4578.480453,348.0108076
16,86325.54859,45519.25973,64241698.62,4005405.357,36099.83504,0.089950344,701.7475544,547.1796593
17,45392,31175.71938,131931075.2,230013882.9,51924.29751,300209.0248,4427.033133,16281.74374
0,19473.6134,21817.53548,104334145.2,4824080.078,20.89517488,8.735915116,143.4870534,1019.376541
7,9227.167127,20414.93753,1619025.552,55907.61256,61906.06655,467.1405805,45.65794866,40.39421726
4,20847.85493,19718.87813,64662387.2,325707.8832,60.13296618,109.8073977,1127.019121,30.1929918
2,9114.722021,1906.154281,103147961.1,41667054.87,8.315926582,198.4274957,357.1211797,537.137263
4,86198.45344,71071.61582,227161458.1,518072726.3,157.627361,118.3691249,432.6563552,271.9565525
16,15607.87756,56.82357901,59400000,94311194.99,85.36245298,42.98494227,27.66119019,286.4760056
24,20291.57305,25795.93653,41720375.69,64290946,17025.96784,1955.794765,9.249832115,2.166230744
7,16045,18482.99693,101997706.8,4977189.739,148.4394551,8199.931545,16.89704201,749.5297707
30,14116,38894.13328,35505170.35,57161995.82,86.48730184,9899.41091,5919.205257,669.528563
32,8982.771983,166.3483883,30648483.4,2453833.547,41285.24204,47386.7136,2.257090515,49.27706444
12,22214,22587.7764,98247361.33,5305076.884,79.4036774,5.959232867,10059.60882,11069.5123
1,41929.64777,45760.74717,536301059,4171558.078,127.3204561,69.08836496,57.72952527,21.44766554
6,9117.91856,7877.55352,94700000,81648172.46,215.3516651,50525.02556,20.85426679,1290.496705
5,41852.86596,154.0149474,307000000,114155.4237,607.1252002,15768.83793,4.191307029,379.2604971
11,86325.54859,24435.27137,427000000,642068245.5,72.25569639,18159.23719,366.5725704,44.9291259
14,34836,7175.015567,260763717.8,122754092.1,150261.404,400.2743933,8.291998707,499.7277943
24,11169.07715,57269.45496,53630244.86,182074.6042,159.9850635,31694.47672,294.8047737,21.02757988
22,85927.21702,137.0300801,65050733.69,3546841.242,12.07539084,99.78329586,178.2562915,132.7705933
32,20478,5385.472976,1.46E+14,356427127.9,20.46492634,38583.41812,5817.096308,253.4943543
32,10344,7231.122457,65289847.03,26161229.02,409.4384608,32211.81844,8903.052238,66.86236669
0,2212.405385,99.26643865,37777805.27,5644783.93,32.75923723,2148.871844,6.629454316,502.2081516
1,15319.35354,27118.47339,64536382.8,1712616.208,71527.5903,5588.285075,22.23613869,0.866632717
16,14169,375.4433775,102752550,4671223.03,47.70769002,1334.223172,302.4394679,1472.514091
2,1687.4304,5939.168671,65508286.29,20651.09483,59.38644145,40.91294015,33.76818853,425.1545971
16,2236.196515,5787.8618,35900000,1857675.459,28.50924841,130.8149859,1561.116291,155.7120676
20,9429,2541.69743,65393741.44,391276.4334,9.804357593,147.7246473,24333.23239,189.0482171
2,1643.451737,1339.194304,175498169.2,117275999.1,182.3009321,44.20928171,1092.234225,272.363235
22,9151.401334,4669.83848,58657.85362,1816601.832,13.78116025,6244.814403,338.345385,3.656277617
3,4559.895528,8475.444239,536301914.6,5892485.753,49792.08103,62984.92529,4.004040605,1605.228982
1,1050.652382,228.9947275,7689239.861,5432193.698,21.31150478,112.5138627,420.2768105,333.5354987
22,2329.13292,151.8808713,31651870.07,258221716.5,136.0030619,125.0536458,327.8568138,109.1431845
16,21325,20573.01688,64561300.84,412266.927,304.1706185,5725.043764,1303.808739,317.5058034
4,21566.54066,20668.96222,11619889.58,151813.9767,80.41250765,5.190299891,1245.016691,281.3223337
14,86088.85036,111.9002554,73100000,2260519.649,34267.82031,47460.59735,150.2355562,360.7144288
12,21679,54757.73074,14269225.91,38744216.14,122.811963,1931.34083,8628.247282,612.1735612
4,41772.66824,12399.5749,59600000,5749660.082,109.8496346,121.3221131,1027.751669,579.8948287
1,9078.921304,166.4417963,32068625.56,2167251.488,10612.01675,2036.269775,18.6980953,313.0424971
0,17727,45.79543062,35987747.53,4569641.529,88768.21047,434.1600426,787.8474053,20.63596496
3,1389.732339,21154.22237,1.46E+14,5580122.874,53955.91119,18341.15781,2150.923338,11827.85253
4,41388.25424,20948.20364,67341202.04,3387286.516,17.83306476,89.73339373,531.0258374,793.6332076
30,2345.107092,233.0830076,100732673.6,2851616.915,11.74861109,56332.4046,0.156107982,219.4989792
4,41623.06679,20743.50453,132370868.9,4212968.882,136.4807572,12.1261917,51.41874809,0.69807195
4,21471.39171,10881.92484,29526928.74,271397.0414,24.17284161,70.7164726,190.1287014,135.3054633
9,86083.80144,40232.12976,341329262.2,363213374.3,4.434951354,1.294627548,530.355113,326.7233584
17,2667.790832,2267.782172,146000000,4718392.11,185.7994353,68318.40585,374.9776249,822.6862364
1,1786.890412,116.2019118,208000000,31249505.83,153.5639633,81.74608335,161.7599226,132.1934473
1,57885.96496,13838.35099,66520009.43,6410501.247,13.29361443,144288.8446,7270.011092,4451.40572
8,41852.86596,1919.050705,151000000,2114.915238,53401.93453,55584.42566,5.49915867,46.72803375
12,10283.13088,4181.895326,53630192.31,55606.31869,23253.20218,259.1424296,113.0340287,283.8939787
4,2424.710041,1885.452582,566049906.4,4335202.07,14.06448242,224748.3385,9.222745287,255.5599096
0,618.3091866,42570.23324,1.46E+14,5165293.381,82.04870479,3127.175391,12.53397136,1484.16624
12,7,98.38446986,22326838.43,536303408.7,62727.54023,30175.1247,7344.349903,774.0442588
4,19169.07715,57269.45496,536302442.9,182074.6042,171.8315673,84.85295174,294.8677923,572.6783112
6,1059.94543,575.4433775,32998980.2,4096999.71,190.9262082,163757.4755,459.6670248,12852.59971
4,9121.331052,1940.912462,33625914.83,26084651.04,109.8170305,16.80675737,365.4470495,264.7138996
16,31627,40438.07557,48207410.62,45057843.38,12.4897742,421946.5021,665.0260166,1046.755
16,22989,9538.34288,72486516.52,835662.2567,129.5783353,116450.8638,3665.25334,220.4318211
9,8927.474744,140.0431922,536302503.4,27110485.86,14.56081695,41823.8837,25.39293409,576.7569662
4,41388.25424,34679.89478,209000000,5344540.506,58.49753243,136.1532463,1126.190355,160.2898905
14,16364,6477.97423,1.46E+14,4893715.406,35.66200744,8329.444245,7022.55951,2111.646557
12,8993.293357,41468.05001,32806433.89,493443.1883,55726.89984,59826.89094,14.68023385,12.27102365
2,8962.622037,20447.40677,8709166.14,122599.6862,47.46217085,133.1396027,72.42435868,434.8204582
4,2024.428033,1875.772797,105211409.9,54186281.8,5.969507564,190.4525134,16.91848254,398.9935082
4,86352.59942,43900.0701,704000000,45206232.55,51.52727322,13.18147152,45.36839336,126.8627942
32,41876.69254,35525.23053,51890201.82,305057.0974,115.7533925,47637.71461,6.712527274,8.574775078
0,15500.50368,19880.95617,536302139,23478397.42,164.5335247,51031.1259,10.71716481,14.68377143
3,41772.66824,1239.5749,42200000,1479177.262,38.56946907,7965.266079,2.37585765,2.484095007
32,1072.638305,21723.40806,88383253.82,4228305.687,250.4554655,3672.962322,1122.079138,8.548691539
8,41580.59004,12941.98347,536304044.8,29983467.52,61.23667509,5.69909585,64.05340094,286.8140145
14,20510.6726,20189.27939,62800000,26479892.62,13241.61439,9.536815967,1043.122128,189.1837886
4,29469.4173,11317.8844,103474917.6,46882216.9,57.67878715,134.165695,918.0430843,272.3987214
14,2572.965415,53497.85578,10663468,184464.3145,99.16492855,44662.65449,0.198976981,74.62212571
4,2153.34119,1912.720965,240000000,752994902,1.354597774,39.10237281,259.5697688,240.741876
20,9037.759001,25.73025246,173162095.6,383362750.4,41245.14871,72044.46458,13.74712795,959.7632579
14,9111.454612,9579.462589,30016191.7,87850934.6,80.91937423,59.46054787,971.9031318,9.521046629
4,86165.9712,41112.84331,104000000,3989679.032,116.0472357,70.23116117,145.4663416,497.2892643
3,22182.75271,22386.69829,51837036.68,26544280.93,72157.13659,1.550151778,2060.830115,1324.50372
10,9210.059878,61.45402812,3062892.61,4322481.893,47.87822103,12.24158324,3.850427168,1012.476405
32,41580.59004,12941.98347,536304044.8,29983467.52,17763.99554,33583.66256,8.206195334,27.87209551
16,21170.30761,52040.73999,275903610.8,31440871.4,48.65652316,97.38905527,493.2415067,21.90318991
2,21708.9731,33163.27776,536303570.7,2949653.602,120.8446449,52.30382278,20.38144226,616.7158133
12,41852.86596,38197.35412,52232760.77,30264524.92,63355.29111,20393.84353,37.73261406,7.641970581
4,2239.218965,7977.072006,86753504.55,38193806.13,155.931918,47.20700853,601.0355069,214.2004375
4,15661.97992,19241.14835,116000000,64290946,71.80469667,173.9806803,869.5190494,647.9933633
32,41388.25424,570.9373503,62235406.05,132150.6026,109.6180375,27463.3992,255.5599096,21.95357362
32,2024.428033,161.6335156,536302264.7,3959879.793,17989.84432,13.88966031,32.87236789,934.7190546
2,316.9729966,20.73903828,536303425,378851.9206,145.2011156,137.2920839,2188.704042,657.6285065
34,2525.026938,53401.21827,51793314.2,714649.4125,210.456007,31867.47468,616.4836459,14.16301388
5,41623.06679,129.9773995,453549.9153,79001.5262,9.913609856,1824.932065,608.0593976,8.853788464
4,41388.25424,570.9373503,62235406.05,132150.6026,55.66136733,147.5840233,2475.582632,579.1478603
20,3812.188146,8523.724347,63204990.13,230361.0988,68.72226055,8689.168812,17.33187447,189.1837886
1,64219.90677,73948.48374,36017511.97,456446997.8,21.9159151,82.06435446,112.0002431,955.3609135
18,29976,693.1179474,52050342.91,3941483.579,30.92168484,5485.426613,267.3296612,14.53722153
32,19213,42917.48873,51612864.81,755178.3307,186.4437349,61817.9206,11868.51646,221.2851656
2,345.34986,173.6159409,478670981.8,422383.0391,77.10483711,188.0600646,491.5662428,112.018502
16,84221.8455,55082.85886,51407408.53,536301491.2,224.4539223,30964.89703,9752.354793,1802.475284
2,361.8994366,21.07093781,63567817.02,4852954.511,157.9984195,42.98434204,654.0891179,118.6753936
14,2092.757068,372.6039387,65334501.76,144899.8547,12976.12776,30683.55827,20.75960425,5.570959636
4,41623.06679,14373.31971,52085894.99,4640414.951,13.02879222,142.5986157,1438.359931,301.1803578
2,2457.957374,1875.772797,57401793.48,7853177.075,203274.227,45555.12638,1297.869431,1.922445675
14,13583,21163.65242,1.46E+14,13700959.03,76727.61169,24868.67944,5804.24906,485.4821662
2,8999.933411,8590.204633,8895852.268,41158.94802,79.93967519,69.00518709,820.8167314,119.7667646
32,19152,2278.17067,126340131.6,240298997.4,19.72354549,1228.673549,8350.691077,455.7729721
32,86352.59942,51034.70115,66698257.95,150015.3289,159.7567993,30.89556652,370.0878656,2.902642237
0,3212.405385,33.59838985,32377081.15,24390268.74,4958.966306,5999.692287,21.3273514,1133.845743
4,41929.64777,45760.74717,536301059,4171558.078,21.03857613,138.0514836,930.6651445,754.0483557
12,42867,6109.626849,7235116.407,316139479.5,178.8200406,591621.1325,5534.644012,1026.158293
4,29279.67118,45295.60947,126412894.3,264794619.9,116.4276868,48.76100584,75.57299746,146.4236309
2,9031.175629,19880.95617,243132743.9,194880467.2,12.91764227,113.4028329,54.45298992,10.75225917
4,82447.07085,3005.09561,105661371.8,236721691.4,152.9709675,65.70867295,194.7249623,521.747892
1,20775.13546,1048.002274,216891847.5,53914459.06,121.1668062,118.2950642,1216.914047,330.7879329
3,8638.721818,36365.799,126970504.5,1328525.513,60425.11025,11698.76427,26.15884736,18.88923596
4,2257.957374,1875.772797,57401793.48,7853177.075,5.472897566,41.14228874,135.1611799,13.12584918
30,19864.1943,10201.57584,340000000,43275939.1,71.447706,15008.22686,433.2610966,453.1120414
4,41929.64777,10476.37421,536301948.4,104510831.7,159.3732084,161.9733024,100.74804,337.8642022
5,20383.96862,11267.97369,536302503.4,2856502.71,36.02738851,69669.5001,47.15722856,374.7560587
8,20836.91275,12941.98347,80029222.12,5286157.669,151.2223999,2.16989471,953.7678582,878.7979347
1,1641.336245,20632.8748,36138288,281852.243,19.93526,143.7020779,497.9735922,510.4794047
14,25416,1637.105199,232666185.6,32024815.96,249.78381,576581.7275,3298.996595,249.9039632
24,86083.80144,37816.57479,267154882.4,29867.92415,81.24286249,94.28528028,302.3981271,738.465417
